id,title,posted_year,times_recommended
23310,The Last Remnant™,2013.0,1
23310,The Last Remnant™,2014.0,1
233130,Shadow Warrior,2013.0,6
233130,Shadow Warrior,2014.0,8
233130,Shadow Warrior,2015.0,6
233150,LUFTRAUSERS,2014.0,6
233150,LUFTRAUSERS,2015.0,2
233190,Final Exam,2014.0,1
233270,Far Cry 3 - Blood Dragon,2013.0,4
233270,Far Cry 3 - Blood Dragon,2014.0,10
233270,Far Cry 3 - Blood Dragon,2015.0,3
233290,Murdered: Soul Suspect,2014.0,2
233290,Murdered: Soul Suspect,2015.0,2
233310,Avadon 2: The Corruption,2015.0,0
233350,Sudeki,2014.0,1
233370,The Raven - Legacy of a Master Thief,2013.0,1
233450,Prison Architect,2013.0,5
233450,Prison Architect,2014.0,31
233450,Prison Architect,2015.0,37
233470,Evoland,2013.0,1
233470,Evoland,2014.0,6
233470,Evoland,2015.0,1
233550,Another World – 20th Anniversary Edition,2014.0,1
233700,Sword of the Stars: The Pit,2014.0,1
233700,Sword of the Stars: The Pit,2015.0,1
233720,Surgeon Simulator,2013.0,24
233720,Surgeon Simulator,2014.0,35
233720,Surgeon Simulator,2015.0,9
233740,Organ Trail: Director's Cut,2014.0,2
233740,Organ Trail: Director's Cut,2015.0,0
233840,Worms Clan Wars,2013.0,2
233840,Worms Clan Wars,2014.0,1
233980,UnEpic,2013.0,3
233980,UnEpic,2014.0,1
233980,UnEpic,2015.0,1
234080,Castlevania: Lords of Shadow – Ultimate Edition,2013.0,1
234140,Mad Max,2015.0,23
234160,Strike Suit Infinity,2014.0,1
234190,Receiver,2013.0,1
234190,Receiver,2014.0,11
234190,Receiver,2015.0,4
234330,Marvel Puzzle Quest,2013.0,1
234330,Marvel Puzzle Quest,2014.0,3
234390,Teleglitch: Die More Edition,2014.0,3
234390,Teleglitch: Die More Edition,2015.0,1
234490,Rush Bros.,2014.0,3
23450,Grand Ages: Rome,2014.0,2
234650,Shadowrun Returns,2013.0,3
234650,Shadowrun Returns,2014.0,3
234650,Shadowrun Returns,2015.0,1
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2014.0,21
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2015.0,4
234710,Poker Night 2,2013.0,9
234710,Poker Night 2,2014.0,8
234710,Poker Night 2,2015.0,6
234772,Call of Duty®: Black Ops II - Kawaii Personalization Pack,2014.0,0
234792,Call of Duty®: Black Ops II - Aqua Personalization Pack,2015.0,1
23490,Tropico 3,2014.0,0
23490,Tropico 3,2015.0,1
234920,Dyscourse,2015.0,1
235070,Bad Bots,2015.0,0
235250,Super Sanctum TD,2014.0,2
235250,Super Sanctum TD,2015.0,0
23530,Earth Defense Force: Insect Armageddon,2014.0,1
235360,Prime World: Defenders,2013.0,2
235400,King’s Bounty: Legions,2013.0,1
235400,King’s Bounty: Legions,2014.0,2
235460,METAL GEAR RISING: REVENGEANCE,2014.0,16
235460,METAL GEAR RISING: REVENGEANCE,2015.0,6
235540,Warhammer: End Times - Vermintide,2015.0,10
235580,Sid Meier's Civilization V: Brave New World,2014.0,1
235580,Sid Meier's Civilization V: Brave New World,2015.0,3
235600,Tom Clancy’s Splinter Cell Blacklist,2013.0,2
235600,Tom Clancy’s Splinter Cell Blacklist,2014.0,11
235600,Tom Clancy’s Splinter Cell Blacklist,2015.0,2
235780,MINERVA,2013.0,1
235780,MINERVA,2014.0,1
235780,MINERVA,2015.0,3
235800,Audiosurf 2,2013.0,5
235800,Audiosurf 2,2014.0,7
235800,Audiosurf 2,2015.0,1
235980,Tetrobot and Co.,2013.0,1
236090,Dust: An Elysian Tail,2013.0,7
236090,Dust: An Elysian Tail,2014.0,23
236090,Dust: An Elysian Tail,2015.0,7
236110,Dungeon Defenders II,2014.0,3
236110,Dungeon Defenders II,2015.0,26
236150,Starpoint Gemini 2,2014.0,2
236150,Starpoint Gemini 2,2015.0,1
236370,Interstellar Marines,2013.0,3
236370,Interstellar Marines,2014.0,10
236370,Interstellar Marines,2015.0,13
236430,DARK SOULS™ II,2014.0,42
236430,DARK SOULS™ II,2015.0,9
236450,PAC-MAN™ Championship Edition DX+,2014.0,11
236450,PAC-MAN™ Championship Edition DX+,2015.0,6
236470,PAC-MAN MUSEUM™,2015.0,1
236690,Blood Bowl 2,2015.0,1
236730,Anomaly 2,2014.0,1
236790,Agricultural Simulator 2013 - Steam Edition,2014.0,0
236850,Europa Universalis IV,2013.0,3
236850,Europa Universalis IV,2014.0,19
236850,Europa Universalis IV,2015.0,14
237110,Mortal Kombat Komplete Edition,2013.0,2
237110,Mortal Kombat Komplete Edition,2014.0,8
237110,Mortal Kombat Komplete Edition,2015.0,8
237310,Elsword,2013.0,4
237310,Elsword,2014.0,9
237310,Elsword,2015.0,8
237370,PlayClaw 5 - Game Recording and Streaming,2014.0,1
237590,R.I.P.D.: The Game,2014.0,0
237630,DuckTales: Remastered,2013.0,2
237630,DuckTales: Remastered,2014.0,2
237740,Angry Video Game Nerd Adventures,2013.0,1
237740,Angry Video Game Nerd Adventures,2014.0,3
237760,Intake,2015.0,0
237850,Dreamfall Chapters,2014.0,2
237870,Planet Explorers,2014.0,3
237870,Planet Explorers,2015.0,3
237890,Agarest: Generations of War,2014.0,2
237890,Agarest: Generations of War,2015.0,1
237930,Transistor,2014.0,20
237930,Transistor,2015.0,13
237950,UFO: Afterlight,2015.0,0
237970,Memento Mori 2,2015.0,0
237990,The Banner Saga,2014.0,4
237990,The Banner Saga,2015.0,3
238010,Deus Ex: Human Revolution - Director's Cut,2013.0,2
238010,Deus Ex: Human Revolution - Director's Cut,2014.0,14
238010,Deus Ex: Human Revolution - Director's Cut,2015.0,6
238090,Sniper Elite 3,2014.0,6
238090,Sniper Elite 3,2015.0,7
238210,System Shock 2,2013.0,0
238210,System Shock 2,2014.0,1
238210,System Shock 2,2015.0,2
238240,Edge of Space,2014.0,5
238240,Edge of Space,2015.0,0
238260,Pinball Arcade,2013.0,3
238260,Pinball Arcade,2015.0,1
238300,Saints Row IV: Commander-In-Chief Pack,2015.0,2
238320,Outlast,2013.0,8
238320,Outlast,2014.0,33
238320,Outlast,2015.0,15
238370,Magicka 2,2015.0,0
238430,Contagion,2013.0,4
238430,Contagion,2014.0,28
238430,Contagion,2015.0,0
238460,BattleBlock Theater®,2014.0,83
238460,BattleBlock Theater®,2015.0,37
238750,Might &amp; Magic X - Legacy,2014.0,2
238890,Skyward Collapse,2014.0,1
238910,Bionic Dues,2015.0,2
239030,"Papers, Please",2013.0,11
239030,"Papers, Please",2014.0,34
239030,"Papers, Please",2015.0,8
239070,Hammerwatch,2013.0,2
239070,Hammerwatch,2014.0,6
239070,Hammerwatch,2015.0,2
239120,FINAL FANTASY III,2014.0,1
239120,FINAL FANTASY III,2015.0,1
239140,Dying Light,2015.0,51
239160,Thief,2014.0,13
239160,Thief,2015.0,0
239200,Amnesia: A Machine for Pigs,2013.0,0
239200,Amnesia: A Machine for Pigs,2014.0,2
239200,Amnesia: A Machine for Pigs,2015.0,1
239250,Castlevania: Lords of Shadow 2,2014.0,1
239250,Castlevania: Lords of Shadow 2,2015.0,0
239350,Spelunky,2013.0,8
239350,Spelunky,2014.0,8
239350,Spelunky,2015.0,6
239660,Soldier Front 2,2013.0,10
239660,Soldier Front 2,2014.0,14
239660,Soldier Front 2,2015.0,4
239700,Hate Plus,2013.0,1
239720,PAC-MAN™ and the Ghostly Adventures,2014.0,1
239800,Bleed,2013.0,2
239800,Bleed,2014.0,3
239800,Bleed,2015.0,2
239820,Game Dev Tycoon,2013.0,21
239820,Game Dev Tycoon,2014.0,39
239820,Game Dev Tycoon,2015.0,16
239840,Dead State: Reanimated,2014.0,2
240,Counter-Strike: Source,2010.0,2
240,Counter-Strike: Source,2011.0,7
240,Counter-Strike: Source,2012.0,14
240,Counter-Strike: Source,2013.0,37
240,Counter-Strike: Source,2014.0,90
240,Counter-Strike: Source,2015.0,47
2400,The Ship: Murder Party,2013.0,2
2400,The Ship: Murder Party,2014.0,8
2400,The Ship: Murder Party,2015.0,3
24010,Train Simulator,2010.0,1
24010,Train Simulator,2012.0,2
24010,Train Simulator,2013.0,3
24010,Train Simulator,2014.0,6
24010,Train Simulator,2015.0,7
240600,MotoGP™13,2015.0,1
240620,Wanderlust Adventures,2015.0,1
240760,Wasteland 2: Director's Cut,2013.0,1
240760,Wasteland 2: Director's Cut,2014.0,2
240760,Wasteland 2: Director's Cut,2015.0,1
240970,Half Minute Hero: The Second Coming,2015.0,2
241240,Contraption Maker,2014.0,1
241240,Contraption Maker,2015.0,2
241260,Sherlock Holmes: Crimes and Punishments,2014.0,1
241320,Ittle Dew,2014.0,1
241320,Ittle Dew,2015.0,1
241410,CastleStorm,2014.0,1
241540,State of Decay,2013.0,12
241540,State of Decay,2014.0,41
241540,State of Decay,2015.0,6
241560,The Crew™,2014.0,6
241560,The Crew™,2015.0,3
241600,Rogue Legacy,2013.0,12
241600,Rogue Legacy,2014.0,21
241600,Rogue Legacy,2015.0,7
241720,Guncraft,2013.0,2
241720,Guncraft,2014.0,2
241720,Guncraft,2015.0,0
241930,Middle-earth™: Shadow of Mordor™,2014.0,51
241930,Middle-earth™: Shadow of Mordor™,2015.0,25
2420,The Ship: Single Player,2014.0,2
24200,DC Universe™ Online,2011.0,2
24200,DC Universe™ Online,2012.0,5
24200,DC Universe™ Online,2013.0,11
24200,DC Universe™ Online,2014.0,30
24200,DC Universe™ Online,2015.0,10
242050,Assassin’s Creed® IV Black Flag™,2013.0,18
242050,Assassin’s Creed® IV Black Flag™,2014.0,15
242050,Assassin’s Creed® IV Black Flag™,2015.0,1
242130,Vector Thrust,2015.0,1
24240,PAYDAY™ The Heist,2011.0,2
24240,PAYDAY™ The Heist,2012.0,7
24240,PAYDAY™ The Heist,2013.0,23
24240,PAYDAY™ The Heist,2014.0,69
24240,PAYDAY™ The Heist,2015.0,20
242550,Rayman® Legends,2013.0,1
242570,Space Hulk,2013.0,3
242570,Space Hulk,2014.0,1
242590,Saints Row IV: Inauguration Station,2014.0,1
242640,Styx: Master of Shadows,2014.0,1
242680,Nuclear Throne,2014.0,6
242680,Nuclear Throne,2015.0,20
242700,Injustice: Gods Among Us Ultimate Edition,2013.0,2
242700,Injustice: Gods Among Us Ultimate Edition,2014.0,7
242700,Injustice: Gods Among Us Ultimate Edition,2015.0,3
242720,GunZ 2: The Second Duel,2014.0,29
242720,GunZ 2: The Second Duel,2015.0,3
242760,The Forest,2014.0,101
242760,The Forest,2015.0,31
242800,Day One : Garry's Incident,2013.0,1
242800,Day One : Garry's Incident,2014.0,0
242800,Day One : Garry's Incident,2015.0,0
242820,140,2014.0,3
242820,140,2015.0,1
242860,Verdun,2013.0,3
242860,Verdun,2014.0,22
242860,Verdun,2015.0,34
242880,"Sir, You Are Being Hunted",2013.0,3
242880,"Sir, You Are Being Hunted",2014.0,8
242880,"Sir, You Are Being Hunted",2015.0,1
242920,Banished,2014.0,30
242920,Banished,2015.0,10
242980,Daikatana,2015.0,0
243120,Betrayer,2013.0,1
243280,Poöf,2014.0,1
243360,TrackMania² Valley,2015.0,1
243450,Urban Trial Freestyle,2014.0,4
243470,Watch_Dogs™,2014.0,21
243470,Watch_Dogs™,2015.0,7
243780,PixelJunk™ Monsters Ultimate,2014.0,1
243800,Gas Guzzlers Extreme,2014.0,1
243800,Gas Guzzlers Extreme,2015.0,2
243950,Divinity: Dragon Commander,2013.0,0
243950,Divinity: Dragon Commander,2014.0,0
243970,"Invisible, Inc.",2014.0,2
243970,"Invisible, Inc.",2015.0,2
244050,Rise of Flight United,2015.0,0
244160,Homeworld Remastered Collection,2015.0,6
244230,War Thunder - Steam Pack,2014.0,0
244410,Supreme Ruler 1936,2015.0,1
244450,Men of War: Assault Squad 2,2014.0,2
244450,Men of War: Assault Squad 2,2015.0,7
244590,Epigenesis,2014.0,2
244590,Epigenesis,2015.0,1
244630,NEOTOKYO,2014.0,3
244710,Shelter,2014.0,4
244710,Shelter,2015.0,1
244730,Divekick,2013.0,1
244730,Divekick,2014.0,2
244730,Divekick,2015.0,1
244770,StarMade,2014.0,0
244770,StarMade,2015.0,4
244810,Foul Play,2014.0,1
244870,Electronic Super Joy,2013.0,6
244870,Electronic Super Joy,2014.0,8
244870,Electronic Super Joy,2015.0,0
244930,SNOW,2013.0,1
244930,SNOW,2014.0,4
244930,SNOW,2015.0,7
2450,Bloody Good Time,2012.0,1
2450,Bloody Good Time,2014.0,2
245150,The Novelist,2014.0,0
245170,Skullgirls,2013.0,6
245170,Skullgirls,2014.0,21
245170,Skullgirls,2015.0,27
245175,Skullgirls: Big Band,2015.0,1
245176,Skullgirls: Eliza,2014.0,1
245176,Skullgirls: Eliza,2015.0,2
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,2014.0,3
245280,ENSLAVED™: Odyssey to the West™ Premium Edition,2015.0,3
245370,Etherium,2015.0,2
245390,"I Have No Mouth, and I Must Scream",2015.0,2
245470,Democracy 3,2013.0,0
245470,Democracy 3,2014.0,14
245470,Democracy 3,2015.0,3
245490,Trials Fusion™,2014.0,3
245490,Trials Fusion™,2015.0,0
245550,Free to Play,2014.0,48
245550,Free to Play,2015.0,5
245620,Tropico 5,2014.0,5
245620,Tropico 5,2015.0,5
245910,Borderlands 2: Headhunter 2: Wattle Gobbler,2014.0,1
246070,Hack 'n' Slash,2014.0,1
246070,Hack 'n' Slash,2015.0,0
246090,Spacebase DF-9,2014.0,2
246090,Spacebase DF-9,2015.0,1
246110,MASSIVE CHALICE,2015.0,1
246255,Pac-Man Championship Edition DX+: Pac is Back Skin,2015.0,1
246300,Paranormal,2013.0,1
246420,Kingdom Rush,2014.0,11
246420,Kingdom Rush,2015.0,2
246580,The Typing of The Dead: Overkill,2013.0,0
246580,The Typing of The Dead: Overkill,2014.0,3
246580,The Typing of The Dead: Overkill,2015.0,1
246620,Plague Inc: Evolved,2014.0,24
246620,Plague Inc: Evolved,2015.0,8
246640,TorqueL prototype,2014.0,1
24670,Trainz™ Simulator 12,2014.0,2
246700,Strike Vector,2014.0,11
246840,FATE,2014.0,1
246940,Lords of the Black Sun,2014.0,0
247000,Talisman: Digital Edition,2014.0,4
247000,Talisman: Digital Edition,2015.0,7
247020,"Cook, Serve, Delicious!",2014.0,5
247020,"Cook, Serve, Delicious!",2015.0,3
247080,Crypt of the NecroDancer,2014.0,4
247080,Crypt of the NecroDancer,2015.0,7
247120,Portal 2 Sixense Perceptual Pack,2013.0,0
247120,Portal 2 Sixense Perceptual Pack,2014.0,1
247140,Soundodger+,2014.0,1
24720,SPORE™ Galactic Adventures,2015.0,2
247240,Volgarr the Viking,2014.0,3
247293,Saints Row IV: Dubstep Gun (Remix) Pack,2015.0,1
247298,Saints Row IV - The Super Saints Pack,2015.0,1
247304,Saints Row IV - Anime Pack,2014.0,0
24740,Burnout Paradise: The Ultimate Box,2011.0,1
24740,Burnout Paradise: The Ultimate Box,2012.0,1
24740,Burnout Paradise: The Ultimate Box,2013.0,6
24740,Burnout Paradise: The Ultimate Box,2014.0,19
24740,Burnout Paradise: The Ultimate Box,2015.0,3
247580,Magicka: Wizards of the Square Tablet,2015.0,0
247660,Deadly Premonition: The Director's Cut,2014.0,0
247660,Deadly Premonition: The Director's Cut,2015.0,1
247730,Nether: Resurrected,2013.0,4
247730,Nether: Resurrected,2014.0,24
247730,Nether: Resurrected,2015.0,6
24780,SimCity™ 4 Deluxe Edition,2013.0,0
24780,SimCity™ 4 Deluxe Edition,2014.0,2
24780,SimCity™ 4 Deluxe Edition,2015.0,2
24790,Command &amp; Conquer 3: Tiberium Wars,2012.0,1
24790,Command &amp; Conquer 3: Tiberium Wars,2014.0,2
24790,Command &amp; Conquer 3: Tiberium Wars,2015.0,1
247910,Sniper Elite: Nazi Zombie Army 2,2013.0,1
247910,Sniper Elite: Nazi Zombie Army 2,2014.0,6
247910,Sniper Elite: Nazi Zombie Army 2,2015.0,1
247950,Sacred 3,2014.0,0
247950,Sacred 3,2015.0,1
24800,Command &amp; Conquer: Red Alert 3 - Uprising,2013.0,1
24800,Command &amp; Conquer: Red Alert 3 - Uprising,2015.0,1
24810,Command &amp; Conquer 3: Kane's Wrath,2012.0,0
24810,Command &amp; Conquer 3: Kane's Wrath,2014.0,1
248170,Clickteam Fusion 2.5,2014.0,1
248170,Clickteam Fusion 2.5,2015.0,2
248310,Freedom Planet,2014.0,4
248310,Freedom Planet,2015.0,3
248350,Omegalodon,2013.0,1
248350,Omegalodon,2014.0,1
248350,Omegalodon,2015.0,1
248390,Craft The World,2014.0,3
248390,Craft The World,2015.0,0
24840,Medal of Honor: Airborne,2014.0,4
24840,Medal of Honor: Airborne,2015.0,1
248410,Legends of Aethereus,2014.0,1
248550,Megabyte Punch,2014.0,1
248570,Toribash,2014.0,38
248570,Toribash,2015.0,22
248610,Door Kickers,2014.0,5
248610,Door Kickers,2015.0,3
248630,Kingdoms Rise,2013.0,2
248630,Kingdoms Rise,2014.0,2
248630,Kingdoms Rise,2015.0,0
248650,Draw a Stickman: EPIC,2013.0,2
248650,Draw a Stickman: EPIC,2014.0,1
24870,Need for Speed: Shift,2015.0,1
248710,Iesabel,2013.0,0
248800,Dysfunctional Systems: Learning to Manage Chaos,2013.0,1
248800,Dysfunctional Systems: Learning to Manage Chaos,2014.0,3
248820,Risk of Rain,2013.0,16
248820,Risk of Rain,2014.0,46
248820,Risk of Rain,2015.0,26
248860,NEO Scavenger,2014.0,4
248860,NEO Scavenger,2015.0,1
248970,Vector,2014.0,1
249050,Dungeon of the Endless™,2013.0,3
249050,Dungeon of the Endless™,2014.0,4
249050,Dungeon of the Endless™,2015.0,2
249082,CoH 2 - Soviet Commander: Soviet Industry Tactics,2015.0,0
249130,LEGO® Marvel™ Super Heroes,2013.0,6
249130,LEGO® Marvel™ Super Heroes,2014.0,22
249130,LEGO® Marvel™ Super Heroes,2015.0,7
249190,Ancient Space,2014.0,0
249230,Risen 3 - Titan Lords,2015.0,1
249330,Unholy Heights,2014.0,1
249550,NEStalgia,2015.0,0
249570,The Castle Doctrine,2014.0,1
249590,Teslagrad,2014.0,0
24960,Battlefield: Bad Company™ 2,2011.0,3
24960,Battlefield: Bad Company™ 2,2013.0,3
24960,Battlefield: Bad Company™ 2,2014.0,19
24960,Battlefield: Bad Company™ 2,2015.0,6
249630,Delver,2014.0,4
249630,Delver,2015.0,1
249650,Blackguards,2014.0,0
249650,Blackguards,2015.0,1
249680,Marlow Briggs and the Mask of Death,2014.0,2
24980,Mass Effect 2,2011.0,3
24980,Mass Effect 2,2012.0,2
24980,Mass Effect 2,2013.0,5
24980,Mass Effect 2,2014.0,3
24980,Mass Effect 2,2015.0,2
249870,Scribblenauts Unmasked: A DC Comics Adventure,2013.0,3
249870,Scribblenauts Unmasked: A DC Comics Adventure,2014.0,2
249870,Scribblenauts Unmasked: A DC Comics Adventure,2015.0,2
249950,Forge Quest,2013.0,1
249950,Forge Quest,2014.0,2
249990,FORCED: Slightly Better Edition,2015.0,1
2500,Shadowgrounds,2014.0,1
25000,Overgrowth,2013.0,3
25000,Overgrowth,2014.0,11
25000,Overgrowth,2015.0,3
250050,Life Goes On: Done to Death,2014.0,1
25010,Lugaru HD,2011.0,1
25010,Lugaru HD,2015.0,0
250110,Assault Android Cactus,2015.0,3
250180,METAL SLUG 3,2014.0,12
250180,METAL SLUG 3,2015.0,2
250260,Jazzpunk: Director's Cut,2014.0,12
250260,Jazzpunk: Director's Cut,2015.0,8
250320,The Wolf Among Us,2013.0,11
250320,The Wolf Among Us,2014.0,40
250320,The Wolf Among Us,2015.0,7
250340,Blockland,2013.0,3
250340,Blockland,2014.0,9
250340,Blockland,2015.0,1
250380,Knock-knock,2013.0,1
250400,How to Survive,2013.0,3
250400,How to Survive,2014.0,12
250400,How to Survive,2015.0,13
250420,8BitMMO,2013.0,10
250420,8BitMMO,2014.0,9
250420,8BitMMO,2015.0,2
250460,Bridge Constructor,2014.0,2
250460,Bridge Constructor,2015.0,1
250500,Super Amazing Wagon Adventure,2013.0,2
250500,Super Amazing Wagon Adventure,2014.0,5
250500,Super Amazing Wagon Adventure,2015.0,3
250520,UnderRail,2014.0,2
250580,Paranautical Activity: Deluxe Atonement Edition,2013.0,2
250580,Paranautical Activity: Deluxe Atonement Edition,2014.0,1
250580,Paranautical Activity: Deluxe Atonement Edition,2015.0,2
250600,The Plan,2014.0,55
250600,The Plan,2015.0,7
250620,Among the Sleep - Enhanced Edition,2014.0,4
250620,Among the Sleep - Enhanced Edition,2015.0,3
250640,Croixleur Sigma,2015.0,0
250760,Shovel Knight: Treasure Trove,2014.0,9
250760,Shovel Knight: Treasure Trove,2015.0,7
250900,The Binding of Isaac: Rebirth,2014.0,48
250900,The Binding of Isaac: Rebirth,2015.0,57
251060,Wargame: Red Dragon,2014.0,9
251060,Wargame: Red Dragon,2015.0,3
251130,Chroma Squad,2015.0,1
251150,The Legend of Heroes: Trails in the Sky,2015.0,2
251170,Damned,2014.0,2
251170,Damned,2015.0,4
251310,Eleusis,2015.0,1
251370,Escape Goat,2013.0,1
251430,The Inner World,2014.0,1
251430,The Inner World,2015.0,2
251470,TowerFall Ascension,2015.0,2
251630,The Impossible Game,2014.0,2
251630,The Impossible Game,2015.0,1
251730,Legend of Grimrock 2,2014.0,0
251730,Legend of Grimrock 2,2015.0,1
251850,Master Reboot,2015.0,0
251870,Go! Go! Nippon! ~My First Trip to Japan~,2014.0,6
251870,Go! Go! Nippon! ~My First Trip to Japan~,2015.0,6
251990,Long Live The Queen,2013.0,1
251990,Long Live The Queen,2014.0,7
251990,Long Live The Queen,2015.0,0
252030,Valdis Story: Abyssal City,2014.0,1
252030,Valdis Story: Abyssal City,2015.0,0
252070,Gimbal,2013.0,0
252070,Gimbal,2015.0,1
252150,Grimm,2014.0,3
252250,Maia,2014.0,1
252330,Slender: The Arrival,2013.0,1
252330,Slender: The Arrival,2014.0,5
252330,Slender: The Arrival,2015.0,1
252350,Double Dragon: Neon,2014.0,2
252350,Double Dragon: Neon,2015.0,2
252370,The Shivah,2015.0,1
252410,SteamWorld Dig,2013.0,1
252410,SteamWorld Dig,2014.0,1
252450,StarDrive 2,2015.0,1
252490,Rust,2013.0,43
252490,Rust,2014.0,340
252490,Rust,2015.0,137
252530,OMSI 2: Steam Edition,2014.0,1
252530,OMSI 2: Steam Edition,2015.0,2
252630,Eldritch,2014.0,2
252630,Eldritch,2015.0,1
252670,Nihilumbra,2014.0,1
252770,Vox,2014.0,0
252770,Vox,2015.0,0
252910,Skyscraper Simulator,2015.0,1
252950,Rocket League®,2015.0,120
253110,The Cat Lady,2014.0,1
253110,The Cat Lady,2015.0,1
253250,Stonehearth,2015.0,5
253350,Tiny Barbarian DX,2014.0,1
253370,Axis Game Factory's AGFPRO v3,2015.0,1
253510,WARMACHINE: Tactics,2014.0,1
253530,Fortress Forever,2015.0,0
253610,Wrack,2013.0,1
253650,Sparkle 2 Evo,2014.0,2
253690,Tiny Brains,2014.0,1
253690,Tiny Brains,2015.0,1
253710,theHunter Classic,2014.0,15
253710,theHunter Classic,2015.0,13
253770,Bus-Simulator 2012,2013.0,1
253770,Bus-Simulator 2012,2014.0,0
253920,Gorky 17,2014.0,1
253980,Enclave,2014.0,3
253980,Enclave,2015.0,3
254080,World War III: Black Gold,2014.0,0
254200,FortressCraft Evolved!,2014.0,0
254200,FortressCraft Evolved!,2015.0,0
254260,PAYDAY 2: The Official Soundtrack,2014.0,1
254440,Pool Nation,2013.0,1
254440,Pool Nation,2014.0,3
254440,Pool Nation,2015.0,0
254460,Obscure,2014.0,1
254460,Obscure,2015.0,1
254480,Obscure II (Obscure: The Aftermath),2014.0,1
254700,resident evil 4 / biohazard 4,2014.0,3
254700,resident evil 4 / biohazard 4,2015.0,1
25500,Cricket Revolution,2013.0,1
255070,Abyss Odyssey,2014.0,0
255070,Abyss Odyssey,2015.0,0
255220,GRID Autosport,2014.0,1
255220,GRID Autosport,2015.0,4
255260,Pro Cycling Manager 2014,2014.0,2
255300,Journey of a Roach,2014.0,1
255370,KickBeat Steam Edition,2014.0,0
255390,Max: The Curse of Brotherhood,2014.0,1
255420,Magic 2015 - Duels of the Planeswalkers,2014.0,3
255420,Magic 2015 - Duels of the Planeswalkers,2015.0,1
255710,Cities: Skylines,2015.0,53
256010,Jagged Alliance Flashback,2014.0,1
256010,Jagged Alliance Flashback,2015.0,0
256050,Adventure Park,2014.0,0
256070,Truck Racer,2014.0,1
256190,Enemy Front,2014.0,0
256290,Child of Light,2014.0,6
256290,Child of Light,2015.0,1
256330,WRC 4 FIA World Rally Championship,2014.0,2
256370,MXGP - The Official Motocross Videogame,2015.0,1
2570,Vigil: Blood Bitterness™,2014.0,0
25700,Madballs in Babo:Invasion,2010.0,0
25700,Madballs in Babo:Invasion,2015.0,0
257030,Project Nimbus,2014.0,0
257120,Not The Robots,2014.0,1
257170,Rebuild 3: Gangs of Deadsville,2014.0,1
257170,Rebuild 3: Gangs of Deadsville,2015.0,1
257400,Fuse,2015.0,1
257510,The Talos Principle,2014.0,1
257510,The Talos Principle,2015.0,7
257710,Max Gentlemen,2014.0,8
257710,Max Gentlemen,2015.0,1
257730,Infinity Wars: Animated Trading Card Game,2014.0,5
257750,Bloody Trapland,2013.0,2
257750,Bloody Trapland,2014.0,3
257750,Bloody Trapland,2015.0,2
257830,Violett Remastered,2014.0,0
257970,Loren The Amazon Princess,2014.0,1
25800,Europa Universalis III Complete,2011.0,1
25800,Europa Universalis III Complete,2012.0,1
258050,Survivor Squad,2014.0,1
258090,99 Spirits,2014.0,2
258180,Deus Ex: The Fall,2014.0,3
258200,Talisman: Prologue,2013.0,1
25830,Knights of Honor,2014.0,0
25830,Knights of Honor,2015.0,1
258520,The Vanishing of Ethan Carter,2014.0,3
258520,The Vanishing of Ethan Carter,2015.0,3
258590,Adventure Time: Finn and Jake's Epic Quest,2014.0,1
258760,Scania Truck Driving Simulator,2014.0,1
258880,Professional Farmer 2014,2014.0,1
25890,Hearts of Iron III,2013.0,2
25890,Hearts of Iron III,2014.0,5
25890,Hearts of Iron III,2015.0,2
258950,Montague's Mount,2015.0,0
258970,Gauntlet™ Slayer Edition,2014.0,5
2590,Alpha Prime,2014.0,0
2590,Alpha Prime,2015.0,1
25900,King's Bounty: The Legend,2010.0,1
259060,Dominions 4: Thrones of Ascension,2015.0,1
259080,Just Cause 2: Multiplayer Mod,2013.0,34
259080,Just Cause 2: Multiplayer Mod,2014.0,22
259080,Just Cause 2: Multiplayer Mod,2015.0,13
25910,Supreme Ruler 2020 Gold,2015.0,1
259170,Alone in the Dark,2015.0,0
259320,Heli Heroes,2014.0,0
259320,Heli Heroes,2015.0,0
259380,PAYDAY 2: Gage Sniper Pack,2015.0,1
259390,Ballpoint Universe - Infinite,2013.0,1
259390,Ballpoint Universe - Infinite,2014.0,1
259410,Sneaky Sneaky,2015.0,1
259430,Zigfrak,2014.0,0
259450,Drifter,2015.0,1
259530,Savant - Ascent,2013.0,2
259530,Savant - Ascent,2014.0,2
259530,Savant - Ascent,2015.0,2
259550,Hero of the Kingdom,2014.0,1
259600,Finding Teddy,2014.0,2
259620,3079 -- Block Action RPG,2013.0,0
259620,3079 -- Block Action RPG,2014.0,2
259680,Tales of Maj'Eyal,2014.0,3
259680,Tales of Maj'Eyal,2015.0,1
259700,Dead Sky,2013.0,1
259720,Fading Hearts,2014.0,2
259720,Fading Hearts,2015.0,1
259740,Nightmares from the Deep: The Cursed Heart,2014.0,2
259780,Nimble Quest,2014.0,1
25980,Majesty 2,2013.0,0
25980,Majesty 2,2015.0,0
259800,Total War: ROME II - Blood &amp; Gore,2014.0,1
259800,Total War: ROME II - Blood &amp; Gore,2015.0,1
25990,Majesty Gold HD,2015.0,1
