user_id,recomendations
76561198031776309,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Hunter101,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
yingxionglian,"['Company of Heroes 2', 'Team Fortress 2', 'Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Unturned']"
76561198086613935,"['Borderlands 2', 'Left 4 Dead 2', 'Team Fortress 2', 'Spec Ops: The Line', 'Counter-Strike: Global Offensive']"
76561198059576463,"['Overgrowth', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198033327402,"['Fallout 4', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
Coop2303,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
KoopaRed,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
KooperAmused,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
LataeFrungJ,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Castle Crashers®']"
76561198068180282,"['Call of Duty®: Modern Warfare® 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Heroes &amp; Generals']"
Korimo,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
76561198027779192,"['Child of Light', 'Fallout 3: Game of the Year Edition', 'DayZ', 'The Wolf Among Us', 'Counter-Strike: Global Offensive']"
koshara,"['The Walking Dead', 'Team Fortress 2', ""Spooky's Jump Scare Mansion"", ""Garry's Mod"", 'Left 4 Dead 2']"
76561198158242440,"['NARUTO SHIPPUDEN: Ultimate Ninja STORM 4', 'Team Fortress 2', 'Grand Theft Auto V', 'Warframe', 'RWBY: Grimm Eclipse']"
KotaKuroGG,"[""Garry's Mod"", 'Terraria', 'Team Fortress 2', 'Fallout 4', 'Fallout: New Vegas']"
luftwaffeuk,"['Crusader Kings II', 'Hearts of Iron III', 'Unturned']"
freeman259,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
zachwgtv,"['Left 4 Dead 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Counter-Strike: Source']"
76561198092638474,"['Counter-Strike: Global Offensive', 'Starbound', 'Loadout', 'Team Fortress 2', ""Garry's Mod""]"
76561198073244209,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198101968197,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
Rabid_Ghost,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
Krakers99,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
Jcooler0076,"['Broken Age', 'Free to Play', 'Undertale', 'Prison Architect']"
wickedcoolmeme,"['Team Fortress 2', 'Borderlands 2', 'Loadout', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198062553474,"['Dino D-Day', 'Gone Home', ""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
JasonBubbles,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Pixelinguist,"['Team Fortress 2', 'Unturned']"
krayyyz,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198049701451,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
YourNotMyRealDad,"[""Garry's Mod"", 'Killing Floor', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198014872561,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
kiddhappymeal,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
krisz2412,"['The Hat Man: Shadow Ward', 'Puzzle Pirates', ""Squirt's Adventure"", 'Final Rush']"
76561198035811518,"['DayZ', 'Fallout 3: Game of the Year Edition', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198150792789,"['Team Fortress 2', ""Sid Meier's Civilization® V"", 'Counter-Strike: Global Offensive', 'BattleBlock Theater®', ""Garry's Mod""]"
76561198036201323,"['Strike Vector', 'Awesomenauts - the 2D moba', 'Ori and the Blind Forest: Definitive Edition', 'Team Fortress 2', 'Blacklight: Retribution']"
76561197976933723,"['Mount &amp; Blade: Warband', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198047986243,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198051969075,"['Team Fortress 2', 'Mass Effect', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
kronix129,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561197963436918,"['Organic Panic', ""Squirt's Adventure"", 'Dragons and Titans', 'Final Rush']"
098766catdogbnmnnn,"['Warframe', 'Killing Floor', 'PlanetSide 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561197995224155,"['The Forest', 'Team Fortress 2', 'Rust', 'DayZ', ""Garry's Mod""]"
pedrovski8,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
xKrypt0,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Kryskk,"['The Forest', 'Team Fortress 2', 'Rust', 'DayZ', ""Garry's Mod""]"
krystleee,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
kshaunish,"['Cities: Skylines', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Middle-earth™: Shadow of Mordor™']"
sniperkuanyuan,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198104212010,"[""Monaco: What's Yours Is Mine"", 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
ThatOneBot,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
kummaz,"['Firewatch', 'DayZ', 'Borderlands 2', 'Glacier 3: The Meltdown']"
76561198068715208,"[""Sid Meier's Civilization® V"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Nazi-Slayer,"['PlanetSide 2', 'RIFT', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Warframe']"
ragemader,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
76561198069681136,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198045837166,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2', 'Unturned']"
fameplays,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod"", 'Rust']"
kerbalsanta,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Kurtle-kun,"['Fallout 3: Game of the Year Edition', 'Counter-Strike: Global Offensive']"
76561198042925623,"['ORION: Prelude', 'Paladins®', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198068397506,"['Killing Floor 2', 'Counter-Strike: Global Offensive', 'Killing Floor', ""Garry's Mod""]"
goodladftw,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
ghosthackz,"['Hotline Miami', 'Call of Duty®: Black Ops II', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Left 4 Dead 2']"
gearskutlu,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
Kutoraz,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
kavindra12,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
wudderpudd,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
ky239,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'PlanetSide 2', 'Ace of Spades: Battle Builder']"
KyelTheGreat,"[""Garry's Mod"", 'DayZ', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
kyero55,"['Stronghold Kingdoms', 'Team Fortress 2', 'Cubic Castles', 'Digger Online', 'Lords of the Black Sun']"
Kyle_The_Great,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198033167818,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
76561198074519984,"['Stardew Valley', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Warframe']"
itsjesusmate,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198060891034,"['Verdun', 'Blacklight: Retribution', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
76561198081935065,"[""Five Nights at Freddy's 2"", ""Five Nights at Freddy's"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
KzahrHD,"['Dirty Bomb®', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
kzhong28,"['XCOM: Enemy Unknown', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V"", 'Team Fortress 2']"
76561198091770962,"['Counter-Strike: Global Offensive', 'Unturned', 'Team Fortress 2', ""Garry's Mod""]"
76561198096322505,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
LeonardoGames1,"['Realm of the Mad God', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198082737449,"['Counter-Strike', 'Counter-Strike: Global Offensive', 'Counter-Strike: Source', ""Garry's Mod""]"
76561198070821401,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198073794421,"['Natural Selection 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
76561198084656191,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198140978116,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
StarchyBoy,"['AirMech Strike', 'Team Fortress 2', 'Terraria', ""Garry's Mod"", 'Unturned']"
LouisMcQueen,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198087423111,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
LeandroMcCartney,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
Hawwwk,"['Loadout', 'Grand Theft Auto V', 'Saints Row: The Third', ""Don't Starve Together"", 'Team Fortress 2']"
76561198073647322,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Castle Crashers®', 'Unturned']"
76561198066452898,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198083829532,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LaSusanaPelotudo,"['Euro Truck Simulator 2', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198019159115,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198013785384,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198138193812,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Lacuspop,"['Gnomoria', 'Gunslingers']"
76561198036511313,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Prison Architect', 'Unturned']"
76561198055563643,"['ARK: Survival Evolved', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Grand Theft Auto V']"
ladysaphera,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
LagComingThrough,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198046928474,"['APB Reloaded', 'Mafia II', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
omni574,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'ARK: Survival Evolved']"
lagstaboppa,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
lakartdeux,"['XCOM: Enemy Unknown', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V"", 'Team Fortress 2']"
76561198065624511,"['Caster', ""Garry's Mod"", 'Shovel Knight: Treasure Trove', 'Pixel Piracy']"
lushious,"['POSTAL 2', 'Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive']"
lalup,"['Warframe', 'Starbound', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
LAMAINPAJAMAS,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198069911736,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198028679672,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198078649427,"['The Stanley Parable', 'AdVenture Capitalist', 'Depth', 'Double Action: Boogaloo', 'Counter-Strike: Global Offensive']"
76561198059734284,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
BlazeXERs,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
larraslavin,"['Tomb Raider', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'BioShock Infinite']"
larrybob4224,"['Fallout: New Vegas', 'Team Fortress 2', 'Grand Theft Auto: Vice City', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198044800577,"['Europa Universalis IV', ""Garry's Mod"", 'Age of Empires II HD', ""Sid Meier's Civilization® V""]"
76561198016514671,"['Yet Another Zombie Defense', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Rust', 'Fallout 4']"
76561198091823489,"[""Five Nights at Freddy's 3"", ""Five Nights at Freddy's 2"", 'Team Fortress 2', ""Garry's Mod"", ""Five Nights at Freddy's""]"
luvahegao,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
icantfindagoodcustomurl,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561197982079779,"['Miscreated', 'Counter-Strike: Global Offensive', ""No Man's Sky""]"
76561198075975078,"['Depth', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
appletoph,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
laurences2k,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
laydback,"['Call of Duty®: Black Ops', 'Unturned', 'Team Fortress 2', 'Borderlands 2', 'Killing Floor']"
76561198047756479,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
redfox5367,"['Undertale', 'Team Fortress 2', 'Terraria', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Lazakin,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Fallout 4', ""Garry's Mod"", 'Far Cry 3']"
wizardlele,"['Game Dev Tycoon', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
76561197999638720,"['Call of Duty®: Black Ops III', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
76561198090836955,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198068153515,"['Starbound', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Lcast15,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
LczNTC,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198084634633,"['Left 4 Dead 2', 'Team Fortress 2', 'Source Filmmaker', 'Counter-Strike: Global Offensive']"
76561198044822914,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198065038974,"['Counter-Strike: Global Offensive', 'Rust', 'DayZ', 'Loadout', 'Team Fortress 2']"
76561198043401883,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
lecomptedelric,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198066942200,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Realm of the Mad God', 'Portal 2']"
76561198075686544,"['Chivalry: Medieval Warfare', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Unturned']"
L3N1SH,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
lepaonetonis,"['Left 4 Dead 2', 'Team Fortress 2', 'Cities: Skylines', 'Factorio', 'Counter-Strike: Global Offensive']"
76561198066541306,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
leafenn,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
leaf_jonin,"['Killing Floor', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Leaf-Senpai,"['DARK SOULS™ III', 'Fallout 4', 'DARK SOULS™ II', 'Arma 3']"
turtletophat,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198052378807,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Block N Load']"
LeakproofSpoon,"['Talisman: Digital Edition', 'New kind of adventure', 'Dragon Age: Origins', 'The Stanley Parable', 'Borderlands 2']"
thewindinthewullos,"[""Bad Rats: the Rats' Revenge"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Fallout 4', 'FINAL FANTASY VII']"
76561198054748342,"['Realm of the Mad God', 'Ori and the Blind Forest', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
Left-Shark,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
LeastValuablePlayer,"['Portal 2', 'XCOM: Enemy Unknown', 'Hitman: Absolution™', 'The Stanley Parable', 'Team Fortress 2']"
plebbyskrub,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198089349493,"['Dishonored', 'Thief', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561197961124706,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198028582148,"['RWBY: Grimm Eclipse', 'Kingdoms of Amalur: Reckoning™', 'Blades of Time', 'Hunted: The Demon’s Forge™', 'Spiral Knights']"
LeEddie,"[""Garry's Mod"", 'Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198061297794,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
BlurredPortrait,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
548547248072804,"['Half-Life 2', 'The Walking Dead: Season 2', 'LEGO® Marvel™ Super Heroes', 'Team Fortress 2', ""Garry's Mod""]"
76561198092163978,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
ceogorach,"['DARK SOULS™ II', 'The Talos Principle', 'DARK SOULS™: Prepare To Die™ Edition', 'Team Fortress 2']"
Artorias-,"['DARK SOULS™ II', 'DARK SOULS™: Prepare To Die™ Edition', 'The Forest', 'DARK SOULS™ III']"
legendryofawsom,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198034284348,"['Chivalry: Medieval Warfare', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Wolfenstein: The Old Blood', ""Garry's Mod""]"
tome1000,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Flamemes,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
beztsnoipa,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Rust']"
76561198048923072,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
legomanat,"['Fallout 4', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
leighjam,"['DayZ', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust', 'Team Fortress 2']"
LeighrexAU,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198083478039,"['Borderlands 2', 'BioShock Infinite', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
lekissecondmeme,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
nolongerliving,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
lemage95,"['Risk of Rain', 'DRAGON BALL XENOVERSE', 'FINAL FANTASY XIV Online', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
4n631,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
justinshek,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
pronaxtotoro,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
len66,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Lenaro,"['Undertale', 'Team Fortress 2', 'Freedom Planet', 'Terraria', 'Counter-Strike: Global Offensive']"
nylfheim,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
suctioncuphands,"['Emily is Away', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
avenger_leo,"[""Garry's Mod"", 'BattleBlock Theater®', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076908554,"['Counter-Strike: Global Offensive', 'Middle-earth™: Shadow of Mordor™', ""Garry's Mod""]"
76561198093563764,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'BLOCKADE 3D']"
atom4399,"[""Garry's Mod"", 'Portal 2', 'Team Fortress 2', 'Counter-Strike: Source', 'Counter-Strike: Global Offensive']"
leonmfps,"['Team Fortress 2', 'Unturned', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Grand Theft Auto V']"
Leonzell,"['FINAL FANTASY VIII', 'Marlow Briggs and the Mask of Death', 'METAL GEAR SOLID V: THE PHANTOM PAIN', 'Fistful of Frags', 'TeraBlaster']"
76561198085793604,"['Mount &amp; Blade: Warband', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
lepon,"['Nether: Resurrected', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
domrob,"[""Jazzpunk: Director's Cut"", 'Half-Life 2', 'Goat Simulator', 'No More Room in Hell', 'Lume']"
LesDexter,"['Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
LeSadTaco,"['Spiral Knights', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198018408561,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198056998695,"['Blacklight: Retribution', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'PlanetSide 2', 'Warframe']"
76561198064667147,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
likascreb,"['Fistful of Frags', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198052112449,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
mattpatterson94,"['The Forest', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
krystal1,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
trueyena,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
SN1P3R061099,"['Emily is Away', 'Team Fortress 2', 'Cry of Fear', 'Counter-Strike: Global Offensive']"
lexby,"['McPixel', 'RADical ROACH Remastered', 'Warehouse and Logistics Simulator', 'Retention', 'Famaze']"
Lexor11037,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
76561198050693364,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Hamticipation,"['PlanetSide 2', 'Company of Heroes 2', 'Dirty Bomb®', 'Fistful of Frags', 'Counter-Strike: Global Offensive']"
76561198090530209,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
76561198030498775,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
DeadCyngus,"['Rocket League®', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
liammcb,"[""The Beginner's Guide"", 'Rocksmith® 2014 Edition - Remastered', 'Fable Anniversary', ""Alan Wake's American Nightmare"", 'Penumbra Overture']"
getamagoz,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Fistful of Frags']"
76561197993819764,"['Red Trigger', 'AirMech Strike', 'Borderlands 2', 'AdVenture Capitalist', 'Meridian: New World']"
76561198015803033,"['Robocraft', 'Awesomenauts - the 2D moba', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
consciencea,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Tynite,"[""King Arthur's Gold"", 'Starbound', 'Team Fortress 2', 'Block N Load', 'Counter-Strike: Global Offensive']"
76561198088228692,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Stardew Valley']"
needkarambit,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
thefanofspyro,"['SimplePlanes', 'Out There Somewhere', 'Euro Truck Simulator 2', 'Arma 3']"
7656119806270,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198070192466,"['AdVenture Capitalist', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', ""Garry's Mod""]"
lightsabotage,"['Age of Empires II HD', 'Counter-Strike: Global Offensive', ""Sid Meier's Civilization® V""]"
76561198062249515,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198040278439,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
kurwa814,"['Star Conflict', 'Paladins®', 'WildStar', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198060177356,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Awesomenauts - the 2D moba', 'Spiral Knights']"
jennacolman,"['BioShock Infinite', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
76561198019503392,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
RhileyChampion,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
